URL;Date;Tweet;ID;Replies;Retweets;Likes;Quotes;Conv. ID;Language;Links;Media;Retweeted Tweet;Bookmarks;Username
https://twitter.com/bankbsi_id/status/1670943364320235520;20/06/2023 06:55;"@Ramdhaniiiisapp - Live Chat Aisyah : Via BSI Mobile
- Email : contactus@bankbsi.co.id
Terima kasih telah menggunakan layanan kami, semoga berkah dan sehat selalu. Wassalamualaikum Wr.Wb -Raisa (End)";1,67094E+18;0;0;0;0;1,67072E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670943336532959233;20/06/2023 06:55;"@Ramdhaniiiisapp - Bank Syariah Indonesia Call : 14040
- Whatsapp : 081584114040 - dengan tanda centang hijau (verified)(4)";1,67094E+18;0;0;0;0;1,67072E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670943295189692416;20/06/2023 06:55;@Ramdhaniiiisapp pribadi dengan tidak memberikan PIN, Password, Kata sandi dan Kode OTP kepada pihak manapun termasuk pihak BSI, serta lakukan pergantian PIN, Password dan Kata Sandi secara berkala. Berikut layanan resmi Contact Center BSI : (3);1,67094E+18;0;0;0;0;1,67072E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670943262318936064;20/06/2023 06:54;@Ramdhaniiiisapp 14040 atau mendatangi kantor cabang BSI terdekat dengan membawa KTP, buku tabungan, dan kartu ATM. Harap selalu waspada dan berhati-hati ya Kak atas segala bentuk modus penipuan yang mengatasnamakan Bank Syariah Indonesia, mohon selalu menjaga kerahasian data (2);1,67094E+18;0;0;0;0;1,67072E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670943215237865472;20/06/2023 06:54;@Ramdhaniiiisapp Assalamualaikum Kak Ramdhani, mohon maaf atas ketidaknyamanannya. Apabila saldo sudah terpotong dan dana belum masuk ke tujuan, mohon kesediaan Kakak untuk membuat laporan pengaduan melalui BSI Mobile di menu Customer Care, layanan Bank Syariah Indonesia Call (1);1,67094E+18;0;0;0;0;1,67072E+18;in;;;;0;bankbsi_id
https://twitter.com/whtduthinkk/status/1670939623722487810;20/06/2023 06:40;@bankbsi_id Sudah saya dm silahkan dibaca;1,67094E+18;4;0;0;0;1,67083E+18;in;;;;0;whtduthinkk
https://twitter.com/bankbsi_id/status/1670938980471443456;20/06/2023 06:37;"@mykittenlulu - Live Chat Aisyah : Via BSI Mobile
- Email : contactus@bankbsi.co.id
Terima kasih telah menggunakan layanan kami, semoga berkah dan sehat selalu. Wassalamualaikum Wr.Wb -Raisa (End)";1,67094E+18;0;0;0;0;1,67089E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670938742385938432;20/06/2023 06:36;"@mykittenlulu - Bank Syariah Indonesia Call : 14040
- Whatsapp : 081584114040 - dengan tanda centang hijau (verified)";1,67094E+18;0;0;0;0;1,67089E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670938371324280833;20/06/2023 06:35;@mykittenlulu Bank Syariah Indonesia, mohon selalu menjaga kerahasian data pribadi dengan tidak memberikan PIN, Password, Kata sandi dan Kode OTP kepada pihak manapun termasuk pihak BSI, serta lakukan pergantian PIN, Password dan Kata Sandi secara berkala. Layanan resmi(2);1,67094E+18;0;0;0;0;1,67089E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670938314541768704;20/06/2023 06:35;@mykittenlulu Assalamualaikum Kak Selvi, terima kasih sudah menghubungi Bank Syariah Indonesia untuk DM kakak akan segera kami respon mohon kesediaannya untuk menunggu ya Kak. Harap selalu waspada dan berhati-hati ya Kak atas segala bentuk modus penipuan yang mengatasnamakan(1);1,67094E+18;0;0;0;0;1,67089E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670920537433055232;20/06/2023 05:24;"@AsyfaNurafiah - Live Chat Aisyah : BSI Mobile
- Email : contactus@bankbsi.co.id
Terima kasih telah menggunakan layanan kami, semoga berkah dan sehat selalu. Wassalamualaikum Wr.Wb -Bagas (End)";1,67092E+18;0;0;0;0;1,67083E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670920516465758209;20/06/2023 05:24;"@AsyfaNurafiah termasuk pihak BSI, serta lakukan pergantian PIN, Password dan Kata Sandi secara berkala.
Berikut layanan resmi Contact Center BSI :
- Bank Syariah Indonesia Call : 14040
- Whatsapp : 081584114040 - dengan tanda centang hijau (verified) (4)";1,67092E+18;0;0;0;0;1,67083E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670920495464878080;20/06/2023 05:24;@AsyfaNurafiah Harap selalu waspada dan berhati-hati ya Kak atas segala bentuk modus penipuan yang mengatasnamakan Bank Syariah Indonesia, mohon selalu menjaga kerahasian data pribadi dengan tidak memberikan PIN, Password, Kata sandi dan Kode OTP kepada pihak manapun (3);1,67092E+18;0;0;0;0;1,67083E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670920469640544256;20/06/2023 05:24;@AsyfaNurafiah proses Investigasi dari tim terkait. Untuk mengetahui progres pengaduannya silakan menghubungi Kami melalui DM resmi agar dapat kami bantu pengecekan ya. (2);1,67092E+18;1;0;0;0;1,67083E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670920432806166528;20/06/2023 05:24;@AsyfaNurafiah Assalamualaikum Kak Asyfa, mohon maaf sekali atas ketidaknyamanannya ya, Kami sangat memahami terkait dengan kendala yang dialaminya, namun dapat Kami sampaikan bahwa setiap pengaduan memiliki estimasi penyelesaiannya, dikarenakan hal tersebut akan dilakukan (1);1,67092E+18;0;0;0;0;1,67083E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670918690655846401;20/06/2023 05:17;"@Cheesec74096197 - Live Chat Aisyah : BSI Mobile
- Email : contactus@bankbsi.co.id
Terima kasih telah menggunakan layanan kami, semoga berkah dan sehat selalu. Wassalamualaikum Wr.Wb -Bagas (End)";1,67092E+18;0;0;0;0;1,66538E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670918663392866305;20/06/2023 05:17;"@Cheesec74096197 termasuk pihak BSI, serta lakukan pergantian PIN, Password dan Kata Sandi secara berkala.
Berikut layanan resmi Contact Center BSI :
- Bank Syariah Indonesia Call : 14040
- Whatsapp : 081584114040 - dengan tanda centang hijau (verified) (3)";1,67092E+18;0;0;0;0;1,66538E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670918643763523585;20/06/2023 05:17;@Cheesec74096197 Harap selalu waspada dan berhati-hati ya Kak atas segala bentuk modus penipuan yang mengatasnamakan Bank Syariah Indonesia, mohon selalu menjaga kerahasian data pribadi dengan tidak memberikan PIN, Password, Kata sandi dan Kode OTP kepada pihak manapun (2);1,67092E+18;0;0;0;0;1,66538E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670918626071953408;20/06/2023 05:16;@Cheesec74096197 Assalamualaikum Kakak, sebelumnya mohon maaf sekali atas ketidaknyamanannya, terkait dengan kendala yang dialami mohon berkenan dapat menyampaikan melalui DM resmi agar dapat kami bantu lebih lanjut. (1);1,67092E+18;0;0;0;0;1,66538E+18;in;;;;0;bankbsi_id
https://twitter.com/bankbsi_id/status/1670917458847465473;20/06/2023 05:12;"@ayaurang - Live Chat Aisyah : BSI Mobile
- Email : contactus@bankbsi.co.id
Terima kasih telah menggunakan layanan kami, semoga berkah dan sehat selalu. Wassalamualaikum Wr.Wb -Bagas (End)";1,67092E+18;0;0;0;0;1,67082E+18;in;;;;0;bankbsi_id
